	datetime	hour	sleep_minutes	last_mothermilk	last_mothermilk_before	last_milk	last_milk_before	last_small_before	last_big_before	last_wake_minutes
94	2020-07-18 12:20:00	12	170.0	5.0	5.0	80.0	670.0	40.0	855.0	95.0
95	2020-07-18 15:30:00	15	45.0	8.0	15.0	80.0	860.0	230.0	1045.0	20.0
96	2020-07-18 16:30:00	16	105.0	8.0	75.0	50.0	10.0	0.0	1105.0	15.0
100	2020-07-19 13:10:00	13	185.0	11.0	110.0	50.0	70.0	40.0	110.0	245.0
101	2020-07-19 16:30:00	16	75.0	12.0	15.0	50.0	270.0	240.0	310.0	15.0
106	2020-07-20 10:40:00	10	45.0	10.0	10.0	60.0	360.0	50.0	10.0	160.0
107	2020-07-20 11:35:00	11	145.0	8.0	10.0	60.0	415.0	105.0	65.0	10.0
108	2020-07-20 15:00:00	15	160.0	3.0	5.0	60.0	20.0	140.0	270.0	60.0
114	2020-07-21 06:30:00	6	185.0	14.0	50.0	50.0	15.0	50.0	420.0	50.0
115	2020-07-21 09:55:00	9	50.0	18.0	20.0	50.0	220.0	20.0	625.0	20.0
116	2020-07-21 12:50:00	12	110.0	14.0	110.0	50.0	395.0	110.0	800.0	125.0
117	2020-07-21 14:50:00	14	75.0	10.0	10.0	50.0	515.0	10.0	920.0	10.0
118	2020-07-21 16:30:00	16	75.0	16.0	15.0	50.0	615.0	110.0	1020.0	25.0
122	2020-07-22 07:00:00	7	175.0	6.0	75.0	60.0	90.0	80.0	435.0	125.0
123	2020-07-22 11:05:00	11	75.0	10.0	10.0	60.0	335.0	15.0	680.0	70.0
124	2020-07-22 12:35:00	12	10.0	12.0	15.0	60.0	425.0	105.0	770.0	15.0
125	2020-07-22 14:40:00	14	180.0	11.0	10.0	60.0	550.0	90.0	895.0	115.0
129	2020-07-23 10:30:00	10	70.0	11.0	100.0	60.0	40.0	120.0	415.0	190.0
130	2020-07-23 12:00:00	12	95.0	21.0	20.0	60.0	130.0	210.0	505.0	20.0
131	2020-07-23 15:15:00	15	190.0	8.0	10.0	40.0	15.0	65.0	700.0	100.0
136	2020-07-24 09:30:00	9	145.0	21.0	20.0	80.0	750.0	140.0	740.0	140.0
137	2020-07-24 14:00:00	14	145.0	22.0	30.0	60.0	75.0	45.0	1010.0	125.0
138	2020-07-24 16:40:00	16	100.0	14.0	15.0	60.0	235.0	205.0	1170.0	15.0
142	2020-07-25 10:55:00	10	160.0	10.0	10.0	80.0	525.0	50.0	85.0	180.0
143	2020-07-25 15:30:00	15	15.0	11.0	15.0	80.0	800.0	55.0	360.0	115.0
144	2020-07-25 16:00:00	16	30.0	10.0	15.0	80.0	830.0	85.0	390.0	15.0
145	2020-07-25 17:45:00	17	35.0	16.0	25.0	60.0	45.0	35.0	35.0	75.0
146	2020-07-25 18:50:00	18	95.0	10.0	10.0	60.0	110.0	20.0	100.0	30.0
149	2020-07-26 06:15:00	6	175.0	17.0	20.0	30.0	380.0	25.0	380.0	20.0
150	2020-07-26 11:00:00	11	50.0	10.0	40.0	30.0	665.0	65.0	665.0	110.0
151	2020-07-26 12:10:00	12	70.0	15.0	15.0	30.0	735.0	15.0	735.0	20.0
152	2020-07-26 15:50:00	15	135.0	14.0	75.0	80.0	30.0	50.0	955.0	150.0
155	2020-07-27 09:00:00	9	115.0	18.0	20.0	40.0	690.0	90.0	660.0	100.0
156	2020-07-27 11:20:00	11	60.0	19.0	25.0	40.0	830.0	110.0	800.0	25.0
157	2020-07-27 14:45:00	14	110.0	16.0	65.0	40.0	1035.0	70.0	70.0	145.0
158	2020-07-27 18:10:00	18	20.0	23.0	25.0	40.0	1240.0	40.0	275.0	95.0
164	2020-07-28 08:45:00	8	60.0	34.0	35.0	60.0	465.0	35.0	585.0	35.0
165	2020-07-28 10:30:00	10	55.0	24.0	25.0	60.0	570.0	30.0	690.0	45.0
166	2020-07-28 14:20:00	14	135.0	12.0	35.0	60.0	800.0	35.0	920.0	175.0
167	2020-07-28 16:50:00	16	85.0	15.0	15.0	60.0	950.0	15.0	1070.0	15.0
171	2020-07-29 06:30:00	6	30.0	27.0	55.0	60.0	1770.0	55.0	420.0	55.0
172	2020-07-29 07:30:00	7	90.0	27.0	115.0	60.0	1830.0	30.0	480.0	30.0
173	2020-07-29 12:45:00	12	55.0	14.0	40.0	60.0	100.0	20.0	220.0	225.0
174	2020-07-29 13:50:00	13	95.0	10.0	10.0	60.0	165.0	85.0	285.0	10.0
175	2020-07-29 15:45:00	15	15.0	14.0	15.0	60.0	280.0	15.0	400.0	20.0
176	2020-07-29 16:50:00	16	20.0	18.0	20.0	60.0	345.0	25.0	465.0	50.0
177	2020-07-29 17:25:00	17	60.0	18.0	55.0	60.0	380.0	60.0	500.0	15.0
178	2020-07-29 18:50:00	18	60.0	20.0	20.0	60.0	465.0	145.0	585.0	25.0
183	2020-07-30 09:30:00	9	130.0	10.0	80.0	60.0	45.0	35.0	670.0	140.0
184	2020-07-30 12:30:00	12	40.0	11.0	50.0	60.0	225.0	0.0	0.0	50.0
185	2020-07-30 13:55:00	13	130.0	11.0	30.0	60.0	310.0	85.0	85.0	45.0
186	2020-07-30 16:50:00	16	60.0	12.0	45.0	60.0	485.0	45.0	260.0	45.0
189	2020-07-31 07:30:00	7	125.0	12.0	20.0	60.0	1365.0	230.0	670.0	20.0
190	2020-07-31 10:30:00	10	80.0	19.0	45.0	60.0	1545.0	50.0	850.0	55.0
191	2020-07-31 12:15:00	12	85.0	11.0	20.0	60.0	1650.0	155.0	955.0	25.0
192	2020-07-31 15:00:00	15	60.0	13.0	75.0	60.0	1815.0	320.0	1120.0	80.0
193	2020-07-31 17:10:00	17	110.0	10.0	15.0	60.0	1945.0	70.0	25.0	70.0
