	datetime	hour	sleep_minutes	last_mothermilk	last_mothermilk_before	last_milk	last_milk_before	last_small_before	last_big_before	last_wake_minutes
33	2020-10-04 11:10:00	11	110.0	20.0	115.0	100.0	850.0	120.0	745.0	80.0
34	2020-10-04 14:30:00	14	55.0	13.0	65.0	100.0	1050.0	320.0	945.0	90.0
39	2020-10-05 07:35:00	7	15.0	40.0	65.0	60.0	730.0	215.0	560.0	65.0
40	2020-10-05 09:05:00	9	5.0	19.0	20.0	60.0	820.0	20.0	650.0	75.0
41	2020-10-05 10:00:00	10	95.0	26.0	25.0	60.0	875.0	75.0	705.0	50.0
42	2020-10-05 13:50:00	13	60.0	18.0	70.0	60.0	1105.0	20.0	115.0	135.0
43	2020-10-05 15:15:00	15	15.0	19.0	20.0	60.0	1190.0	105.0	200.0	25.0
44	2020-10-05 16:30:00	16	90.0	19.0	95.0	60.0	1265.0	30.0	275.0	60.0
52	2020-10-06 06:30:00	6	5.0	13.0	15.0	60.0	2105.0	220.0	470.0	15.0
53	2020-10-06 09:15:00	9	55.0	5.0	40.0	60.0	2270.0	15.0	135.0	160.0
54	2020-10-06 10:20:00	10	90.0	5.0	105.0	60.0	2335.0	80.0	200.0	10.0
55	2020-10-06 12:40:00	12	155.0	12.0	50.0	60.0	2475.0	220.0	340.0	50.0
56	2020-10-06 16:45:00	16	90.0	30.0	90.0	60.0	2720.0	20.0	585.0	90.0
63	2020-10-07 09:30:00	9	120.0	22.0	55.0	100.0	820.0	100.0	130.0	205.0
64	2020-10-07 13:25:00	13	40.0	27.0	115.0	100.0	1055.0	15.0	365.0	115.0
65	2020-10-07 14:10:00	14	50.0	27.0	160.0	100.0	1100.0	60.0	410.0	5.0
66	2020-10-07 16:25:00	16	100.0	21.0	85.0	100.0	1235.0	55.0	545.0	85.0
71	2020-10-08 11:40:00	11	155.0	4.0	15.0	100.0	880.0	210.0	265.0	330.0
72	2020-10-08 16:35:00	16	50.0	18.0	70.0	100.0	1175.0	35.0	560.0	140.0
76	2020-10-09 06:00:00	6	105.0	86.0	60.0	50.0	590.0	60.0	465.0	60.0
77	2020-10-09 09:20:00	9	95.0	7.0	35.0	50.0	790.0	15.0	665.0	95.0
78	2020-10-09 12:50:00	12	35.0	20.0	100.0	50.0	1000.0	55.0	875.0	115.0
79	2020-10-09 15:00:00	15	30.0	7.0	45.0	50.0	1130.0	35.0	1005.0	95.0
80	2020-10-09 16:00:00	16	60.0	7.0	105.0	50.0	1190.0	95.0	1065.0	30.0
86	2020-10-10 10:00:00	10	35.0	16.0	115.0	50.0	765.0	120.0	690.0	125.0
87	2020-10-10 11:55:00	11	20.0	13.0	75.0	50.0	880.0	235.0	805.0	80.0
88	2020-10-10 12:45:00	12	60.0	13.0	125.0	50.0	930.0	285.0	855.0	30.0
89	2020-10-10 14:50:00	14	100.0	11.0	55.0	50.0	1055.0	50.0	980.0	65.0
92	2020-10-11 06:35:00	6	115.0	58.0	55.0	100.0	625.0	530.0	530.0	55.0
93	2020-10-11 12:10:00	12	25.0	14.0	80.0	100.0	960.0	200.0	200.0	220.0
94	2020-10-11 13:20:00	13	75.0	14.0	150.0	100.0	1030.0	10.0	10.0	45.0
95	2020-10-11 15:20:00	15	65.0	12.0	40.0	100.0	1150.0	5.0	5.0	45.0
96	2020-10-11 16:40:00	16	45.0	12.0	120.0	100.0	1230.0	85.0	85.0	15.0
101	2020-10-12 07:00:00	7	100.0	64.0	15.0	100.0	2090.0	190.0	615.0	15.0
102	2020-10-12 10:50:00	10	40.0	13.0	95.0	100.0	2320.0	55.0	55.0	130.0
103	2020-10-12 12:30:00	12	45.0	10.0	40.0	100.0	2420.0	55.0	155.0	60.0
104	2020-10-12 15:10:00	15	65.0	15.0	95.0	100.0	2580.0	30.0	315.0	115.0
105	2020-10-12 17:20:00	17	50.0	11.0	65.0	100.0	2710.0	30.0	445.0	65.0
109	2020-10-13 06:30:00	6	160.0	195.0	90.0	100.0	610.0	30.0	460.0	325.0
110	2020-10-13 11:30:00	11	25.0	12.0	100.0	100.0	910.0	10.0	760.0	140.0
111	2020-10-13 13:00:00	13	55.0	11.0	55.0	100.0	1000.0	100.0	850.0	65.0
112	2020-10-13 14:25:00	14	20.0	11.0	140.0	100.0	1085.0	5.0	935.0	30.0
113	2020-10-13 16:25:00	16	35.0	20.0	95.0	100.0	1205.0	125.0	1055.0	100.0
114	2020-10-13 18:30:00	18	20.0	12.0	80.0	100.0	1330.0	250.0	1180.0	90.0
118	2020-10-14 06:00:00	6	80.0	40.0	30.0	60.0	565.0	455.0	455.0	30.0
119	2020-10-14 09:25:00	9	115.0	11.0	75.0	60.0	770.0	15.0	660.0	125.0
120	2020-10-14 12:45:00	12	30.0	12.0	70.0	60.0	970.0	15.0	860.0	85.0
121	2020-10-14 14:00:00	14	45.0	13.0	40.0	60.0	1045.0	90.0	935.0	45.0
122	2020-10-14 15:00:00	15	95.0	13.0	100.0	60.0	1105.0	150.0	995.0	15.0
123	2020-10-14 18:00:00	18	30.0	20.0	85.0	60.0	1285.0	45.0	1175.0	85.0
127	2020-10-15 09:35:00	9	50.0	17.0	60.0	60.0	2220.0	60.0	85.0	95.0
128	2020-10-15 13:30:00	13	105.0	15.0	30.0	60.0	2455.0	30.0	320.0	185.0
129	2020-10-15 16:00:00	16	10.0	17.0	25.0	60.0	2605.0	180.0	470.0	45.0
130	2020-10-15 17:45:00	17	35.0	13.0	95.0	60.0	2710.0	35.0	575.0	95.0
135	2020-10-16 07:20:00	7	90.0	15.0	15.0	100.0	650.0	265.0	620.0	10.0
136	2020-10-16 10:50:00	10	25.0	19.0	90.0	100.0	860.0	120.0	830.0	120.0
137	2020-10-16 13:25:00	13	35.0	20.0	90.0	100.0	1015.0	15.0	985.0	130.0
138	2020-10-16 15:30:00	15	55.0	10.0	20.0	100.0	1140.0	140.0	1110.0	90.0
139	2020-10-16 18:50:00	18	20.0	8.0	65.0	100.0	1340.0	55.0	1310.0	145.0
147	2020-10-17 08:10:00	8	140.0	28.0	30.0	80.0	240.0	30.0	495.0	40.0
148	2020-10-17 12:05:00	12	10.0	31.0	95.0	80.0	475.0	25.0	45.0	95.0
149	2020-10-17 14:10:00	14	105.0	11.0	60.0	80.0	600.0	70.0	170.0	115.0
150	2020-10-17 17:25:00	17	35.0	21.0	90.0	80.0	795.0	25.0	25.0	90.0
156	2020-10-18 07:35:00	7	160.0	15.0	15.0	100.0	715.0	20.0	465.0	115.0
157	2020-10-18 12:10:00	12	30.0	21.0	115.0	100.0	990.0	80.0	80.0	115.0
158	2020-10-18 15:00:00	15	10.0	10.0	10.0	100.0	1160.0	100.0	250.0	140.0
159	2020-10-18 16:25:00	16	20.0	10.0	95.0	100.0	1245.0	70.0	335.0	75.0
166	2020-10-19 10:15:00	10	80.0	18.0	105.0	100.0	895.0	45.0	90.0	105.0
167	2020-10-19 13:10:00	13	80.0	20.0	85.0	100.0	1070.0	85.0	265.0	95.0
168	2020-10-19 14:50:00	14	10.0	20.0	20.0	100.0	1170.0	185.0	365.0	20.0
169	2020-10-19 16:00:00	16	45.0	20.0	90.0	100.0	1240.0	55.0	435.0	60.0
170	2020-10-19 18:00:00	18	20.0	31.0	65.0	100.0	1360.0	75.0	555.0	75.0
175	2020-10-20 06:20:00	6	140.0	15.0	15.0	100.0	610.0	490.0	490.0	15.0
176	2020-10-20 10:15:00	10	30.0	8.0	90.0	100.0	845.0	90.0	725.0	95.0
177	2020-10-20 12:15:00	12	75.0	9.0	35.0	100.0	965.0	210.0	845.0	90.0
178	2020-10-20 15:00:00	15	30.0	10.0	65.0	100.0	1130.0	0.0	1010.0	90.0
179	2020-10-20 18:40:00	18	130.0	10.0	10.0	100.0	1350.0	55.0	55.0	190.0
182	2020-10-21 09:05:00	9	95.0	14.0	15.0	100.0	2215.0	80.0	570.0	110.0
183	2020-10-21 12:40:00	12	45.0	3.0	25.0	100.0	2430.0	45.0	785.0	120.0
184	2020-10-21 15:50:00	15	100.0	25.0	125.0	100.0	2620.0	130.0	975.0	145.0
190	2020-10-22 11:00:00	11	25.0	10.0	10.0	120.0	545.0	20.0	705.0	145.0
191	2020-10-22 11:35:00	11	105.0	10.0	10.0	120.0	580.0	55.0	740.0	10.0
192	2020-10-22 15:25:00	15	50.0	19.0	125.0	120.0	810.0	70.0	970.0	125.0
193	2020-10-22 17:50:00	17	30.0	27.0	90.0	120.0	955.0	35.0	35.0	95.0
198	2020-10-23 07:20:00	7	20.0	19.0	20.0	100.0	685.0	115.0	450.0	20.0
199	2020-10-23 09:15:00	9	60.0	29.0	30.0	100.0	800.0	30.0	30.0	95.0
200	2020-10-23 11:20:00	11	60.0	17.0	15.0	100.0	925.0	55.0	155.0	65.0
201	2020-10-23 14:15:00	14	85.0	16.0	85.0	100.0	1100.0	50.0	330.0	115.0
202	2020-10-23 17:40:00	17	20.0	17.0	100.0	100.0	1305.0	25.0	65.0	120.0
206	2020-10-24 10:50:00	10	40.0	11.0	100.0	100.0	890.0	100.0	855.0	110.0
207	2020-10-24 11:35:00	11	25.0	11.0	145.0	100.0	935.0	145.0	900.0	5.0
208	2020-10-24 13:45:00	13	75.0	15.0	20.0	100.0	1065.0	75.0	1030.0	105.0
209	2020-10-24 17:30:00	17	90.0	9.0	70.0	100.0	1290.0	55.0	1255.0	150.0
214	2020-10-25 11:00:00	11	60.0	14.0	130.0	120.0	900.0	10.0	790.0	135.0
215	2020-10-25 13:50:00	13	30.0	10.0	30.0	120.0	90.0	30.0	960.0	110.0
216	2020-10-25 14:45:00	14	25.0	10.0	85.0	120.0	145.0	85.0	1015.0	25.0
217	2020-10-25 17:40:00	17	20.0	20.0	20.0	120.0	320.0	125.0	1190.0	150.0
218	2020-10-25 18:35:00	18	20.0	20.0	75.0	120.0	375.0	180.0	1245.0	35.0
223	2020-10-26 08:10:00	8	10.0	12.0	15.0	80.0	710.0	410.0	495.0	15.0
224	2020-10-26 09:50:00	9	113.0	8.0	60.0	80.0	810.0	15.0	80.0	90.0
225	2020-10-26 13:30:00	13	155.0	13.0	100.0	80.0	1030.0	10.0	300.0	107.0
226	2020-10-26 18:45:00	18	5.0	18.0	160.0	80.0	1345.0	110.0	615.0	160.0
232	2020-10-27 11:15:00	11	75.0	6.0	5.0	120.0	925.0	75.0	205.0	225.0
233	2020-10-27 14:00:00	14	125.0	10.0	10.0	120.0	1090.0	20.0	370.0	90.0
234	2020-10-27 18:50:00	18	15.0	18.0	15.0	120.0	1380.0	310.0	660.0	165.0
238	2020-10-28 09:00:00	9	20.0	26.0	25.0	120.0	795.0	60.0	655.0	120.0
239	2020-10-28 09:35:00	9	145.0	15.0	15.0	120.0	830.0	95.0	690.0	15.0
240	2020-10-28 13:25:00	13	90.0	12.0	85.0	120.0	1060.0	70.0	920.0	85.0
241	2020-10-28 16:25:00	16	65.0	17.0	90.0	120.0	1240.0	20.0	1100.0	90.0
248	2020-10-29 06:05:00	6	25.0	29.0	30.0	60.0	390.0	385.0	385.0	30.0
249	2020-10-29 07:20:00	7	90.0	16.0	15.0	60.0	465.0	35.0	35.0	50.0
250	2020-10-29 10:20:00	10	45.0	16.0	195.0	60.0	645.0	30.0	30.0	90.0
251	2020-10-29 12:55:00	12	40.0	16.0	110.0	60.0	800.0	95.0	185.0	110.0
252	2020-10-29 14:10:00	14	10.0	16.0	185.0	60.0	875.0	170.0	260.0	35.0
253	2020-10-29 16:10:00	16	30.0	13.0	95.0	60.0	995.0	85.0	380.0	110.0
254	2020-10-29 18:00:00	18	15.0	10.0	55.0	60.0	1105.0	195.0	490.0	80.0
259	2020-10-30 07:10:00	7	20.0	88.0	95.0	120.0	655.0	425.0	550.0	95.0
260	2020-10-30 09:05:00	9	90.0	5.0	5.0	120.0	770.0	15.0	15.0	95.0
261	2020-10-30 14:50:00	14	55.0	70.0	20.0	120.0	1115.0	110.0	250.0	255.0
262	2020-10-30 17:30:00	17	25.0	10.0	60.0	120.0	1275.0	100.0	410.0	105.0
263	2020-10-30 18:00:00	18	40.0	10.0	90.0	120.0	1305.0	130.0	440.0	5.0
268	2020-10-31 06:45:00	6	75.0	20.0	20.0	200.0	655.0	455.0	455.0	20.0
269	2020-10-31 11:05:00	11	20.0	17.0	20.0	200.0	915.0	20.0	185.0	185.0
270	2020-10-31 11:35:00	11	65.0	10.0	10.0	200.0	945.0	50.0	215.0	10.0
271	2020-10-31 14:20:00	14	10.0	16.0	0.0	200.0	1110.0	5.0	380.0	100.0
272	2020-10-31 16:45:00	16	30.0	16.0	145.0	200.0	1255.0	150.0	525.0	135.0
