	datetime	hour	sleep_minutes	last_mothermilk	last_mothermilk_before	last_milk	last_milk_before	last_small_before	last_big_before	last_wake_minutes
91	2020-11-11 18:00:00	18	20.0	25.0	110.0	90.0	1335.0	55.0	55.0	120.0
98	2020-11-12 07:05:00	7	95.0	101.0	100.0	120.0	695.0	325.0	495.0	100.0
99	2020-11-12 11:05:00	11	30.0	19.0	90.0	120.0	935.0	140.0	140.0	145.0
100	2020-11-12 13:35:00	13	40.0	9.0	90.0	120.0	1085.0	65.0	290.0	120.0
101	2020-11-12 16:30:00	16	80.0	57.0	15.0	120.0	1260.0	85.0	85.0	135.0
105	2020-11-13 07:40:00	7	50.0	10.0	10.0	120.0	720.0	420.0	615.0	10.0
106	2020-11-13 10:20:00	10	30.0	59.0	25.0	120.0	880.0	55.0	55.0	110.0
107	2020-11-13 12:40:00	12	30.0	59.0	165.0	120.0	1020.0	75.0	195.0	110.0
108	2020-11-13 14:00:00	14	130.0	14.0	40.0	120.0	1100.0	45.0	275.0	50.0
114	2020-11-14 07:00:00	7	95.0	32.0	40.0	150.0	635.0	390.0	455.0	40.0
115	2020-11-14 10:25:00	10	125.0	12.0	50.0	150.0	840.0	110.0	660.0	110.0
116	2020-11-14 14:35:00	14	100.0	11.0	70.0	150.0	1090.0	85.0	85.0	125.0
117	2020-11-14 17:50:00	17	25.0	7.0	75.0	150.0	1285.0	10.0	280.0	95.0
121	2020-11-15 06:50:00	6	130.0	55.0	55.0	120.0	650.0	490.0	490.0	55.0
122	2020-11-15 11:30:00	11	100.0	10.0	85.0	120.0	930.0	150.0	770.0	150.0
123	2020-11-15 15:00:00	15	30.0	13.0	90.0	120.0	1140.0	90.0	980.0	110.0
124	2020-11-15 18:25:00	18	15.0	10.0	20.0	120.0	1345.0	65.0	65.0	175.0
130	2020-11-16 09:55:00	9	70.0	10.0	55.0	120.0	840.0	40.0	115.0	140.0
131	2020-11-16 12:55:00	12	85.0	16.0	105.0	120.0	1020.0	15.0	295.0	110.0
132	2020-11-16 16:30:00	16	30.0	17.0	125.0	120.0	1235.0	15.0	510.0	130.0
141	2020-11-17 09:00:00	9	15.0	20.0	20.0	120.0	810.0	35.0	35.0	155.0
142	2020-11-17 09:40:00	9	15.0	15.0	15.0	120.0	850.0	75.0	75.0	25.0
143	2020-11-17 10:00:00	10	35.0	15.0	35.0	120.0	870.0	95.0	95.0	5.0
144	2020-11-17 13:05:00	13	140.0	11.0	80.0	120.0	1055.0	15.0	145.0	150.0
150	2020-11-18 07:30:00	7	40.0	20.0	30.0	120.0	715.0	175.0	465.0	30.0
151	2020-11-18 11:00:00	11	40.0	11.0	105.0	120.0	925.0	110.0	155.0	170.0
152	2020-11-18 13:05:00	13	45.0	10.0	60.0	120.0	1050.0	35.0	35.0	85.0
153	2020-11-18 16:15:00	16	10.0	12.0	10.0	120.0	1240.0	15.0	225.0	145.0
154	2020-11-18 17:50:00	17	20.0	12.0	105.0	120.0	1335.0	110.0	320.0	85.0
160	2020-11-19 08:55:00	8	155.0	8.0	60.0	120.0	795.0	25.0	25.0	95.0
161	2020-11-19 12:45:00	12	20.0	11.0	75.0	120.0	1025.0	75.0	255.0	75.0
162	2020-11-19 14:10:00	14	95.0	11.0	160.0	120.0	1110.0	15.0	340.0	65.0
163	2020-11-19 17:35:00	17	55.0	18.0	20.0	120.0	1315.0	75.0	75.0	110.0
168	2020-11-20 10:10:00	10	45.0	64.0	140.0	120.0	865.0	65.0	185.0	235.0
169	2020-11-20 13:25:00	13	25.0	9.0	10.0	120.0	1060.0	105.0	380.0	150.0
170	2020-11-20 15:30:00	15	45.0	8.0	90.0	120.0	1185.0	50.0	505.0	100.0
171	2020-11-20 16:20:00	16	5.0	8.0	140.0	120.0	1235.0	100.0	555.0	5.0
172	2020-11-20 16:30:00	16	10.0	8.0	150.0	120.0	1245.0	110.0	565.0	5.0
176	2020-11-21 06:00:00	6	40.0	46.0	45.0	120.0	575.0	430.0	430.0	45.0
177	2020-11-21 08:10:00	8	40.0	11.0	90.0	120.0	705.0	30.0	560.0	90.0
178	2020-11-21 10:55:00	10	30.0	10.0	80.0	120.0	870.0	20.0	725.0	125.0
179	2020-11-21 11:40:00	11	45.0	10.0	125.0	120.0	915.0	65.0	770.0	15.0
180	2020-11-21 14:10:00	14	35.0	11.0	75.0	120.0	1065.0	65.0	920.0	105.0
181	2020-11-21 17:00:00	17	25.0	13.0	105.0	120.0	1235.0	30.0	1090.0	135.0
187	2020-11-22 06:05:00	6	55.0	30.0	30.0	160.0	645.0	525.0	525.0	30.0
188	2020-11-22 09:10:00	9	30.0	8.0	40.0	160.0	830.0	10.0	710.0	130.0
189	2020-11-22 12:00:00	12	15.0	6.0	100.0	160.0	1000.0	100.0	880.0	140.0
190	2020-11-22 14:10:00	14	25.0	9.0	40.0	160.0	1130.0	60.0	1010.0	115.0
191	2020-11-22 17:10:00	17	25.0	4.0	90.0	160.0	1310.0	20.0	20.0	155.0
192	2020-11-22 18:35:00	18	45.0	4.0	175.0	160.0	1395.0	105.0	105.0	60.0
198	2020-11-23 06:55:00	6	25.0	20.0	20.0	100.0	640.0	175.0	425.0	85.0
199	2020-11-23 10:25:00	10	35.0	13.0	45.0	100.0	850.0	70.0	170.0	185.0
200	2020-11-23 12:20:00	12	40.0	13.0	160.0	100.0	965.0	185.0	285.0	80.0
201	2020-11-23 15:20:00	15	40.0	14.0	140.0	100.0	1145.0	5.0	100.0	140.0
202	2020-11-23 18:00:00	18	25.0	13.0	15.0	100.0	1305.0	30.0	30.0	120.0
207	2020-11-24 10:20:00	10	75.0	3.0	25.0	160.0	850.0	25.0	300.0	225.0
208	2020-11-24 11:50:00	11	65.0	3.0	115.0	160.0	940.0	115.0	390.0	15.0
209	2020-11-24 14:55:00	14	15.0	14.0	90.0	160.0	1125.0	95.0	60.0	120.0
210	2020-11-24 16:10:00	16	70.0	14.0	165.0	160.0	1200.0	10.0	10.0	60.0
218	2020-11-25 09:00:00	9	30.0	9.0	50.0	120.0	760.0	75.0	75.0	125.0
219	2020-11-25 10:20:00	10	85.0	9.0	130.0	120.0	840.0	155.0	155.0	50.0
220	2020-11-25 13:20:00	13	80.0	16.0	85.0	120.0	1020.0	60.0	45.0	95.0
221	2020-11-25 17:35:00	17	5.0	31.0	30.0	120.0	1275.0	80.0	70.0	175.0
227	2020-11-26 08:50:00	8	15.0	23.0	25.0	120.0	805.0	60.0	640.0	175.0
228	2020-11-26 13:00:00	13	145.0	7.0	15.0	120.0	1055.0	65.0	890.0	235.0
229	2020-11-26 17:35:00	17	30.0	12.0	125.0	120.0	1330.0	340.0	45.0	130.0
232	2020-11-27 07:25:00	7	35.0	25.0	20.0	120.0	665.0	90.0	90.0	135.0
233	2020-11-27 10:35:00	10	115.0	20.0	55.0	120.0	855.0	140.0	110.0	155.0
234	2020-11-27 14:45:00	14	45.0	8.0	110.0	120.0	1105.0	120.0	360.0	135.0
235	2020-11-27 16:55:00	16	20.0	34.0	30.0	120.0	1235.0	40.0	40.0	85.0
242	2020-11-28 09:40:00	9	50.0	49.0	50.0	80.0	835.0	65.0	160.0	180.0
243	2020-11-28 12:05:00	12	30.0	14.0	60.0	80.0	980.0	210.0	305.0	95.0
244	2020-11-28 14:15:00	14	65.0	13.0	55.0	80.0	1110.0	340.0	435.0	100.0
245	2020-11-28 17:50:00	17	20.0	8.0	120.0	80.0	1325.0	140.0	650.0	150.0
251	2020-11-29 06:55:00	6	5.0	81.0	80.0	120.0	700.0	360.0	490.0	80.0
252	2020-11-29 10:15:00	10	90.0	14.0	110.0	120.0	900.0	90.0	165.0	195.0
253	2020-11-29 13:30:00	13	45.0	8.0	75.0	120.0	1095.0	285.0	360.0	105.0
254	2020-11-29 15:40:00	15	40.0	8.0	70.0	120.0	1225.0	75.0	490.0	85.0
260	2020-11-30 06:00:00	6	105.0	15.0	15.0	120.0	640.0	205.0	505.0	15.0
261	2020-11-30 09:15:00	9	30.0	7.0	65.0	120.0	835.0	35.0	80.0	90.0
262	2020-11-30 10:50:00	10	15.0	14.0	15.0	120.0	930.0	130.0	175.0	65.0
263	2020-11-30 12:15:00	12	25.0	14.0	100.0	120.0	1015.0	55.0	260.0	70.0
264	2020-11-30 14:15:00	14	90.0	11.0	75.0	120.0	1135.0	175.0	380.0	95.0
