	datetime	hour	sleep_minutes	last_mothermilk	last_mothermilk_before	last_milk	last_milk_before	last_small_before	last_big_before	last_wake_minutes
64	2020-12-08 11:35:00	11	52.0	9.0	70.0	80.0	910.0	5.0	185.0	108.0
65	2020-12-08 13:10:00	13	45.0	9.0	165.0	80.0	1005.0	25.0	280.0	40.0
66	2020-12-08 15:25:00	15	50.0	9.0	85.0	80.0	1140.0	40.0	40.0	90.0
67	2020-12-08 16:55:00	16	80.0	9.0	175.0	80.0	1230.0	30.0	130.0	40.0
74	2020-12-09 09:10:00	9	45.0	9.0	10.0	160.0	790.0	95.0	95.0	120.0
75	2020-12-09 12:20:00	12	90.0	8.0	50.0	160.0	980.0	40.0	285.0	145.0
76	2020-12-09 16:35:00	16	25.0	6.0	115.0	160.0	1235.0	95.0	540.0	165.0
82	2020-12-10 09:15:00	9	40.0	5.0	50.0	160.0	800.0	15.0	105.0	165.0
83	2020-12-10 11:35:00	11	20.0	5.0	190.0	160.0	940.0	60.0	245.0	100.0
84	2020-12-10 14:15:00	14	5.0	12.0	120.0	160.0	1100.0	30.0	405.0	140.0
85	2020-12-10 14:25:00	14	25.0	12.0	130.0	160.0	1110.0	40.0	415.0	5.0
86	2020-12-10 15:15:00	15	145.0	9.0	10.0	160.0	1160.0	90.0	465.0	25.0
89	2020-12-11 06:30:00	6	120.0	12.0	75.0	160.0	620.0	75.0	595.0	40.0
90	2020-12-11 10:10:00	10	75.0	12.0	75.0	160.0	840.0	85.0	815.0	100.0
91	2020-12-11 13:40:00	13	35.0	12.0	100.0	160.0	1050.0	75.0	1025.0	135.0
92	2020-12-11 15:15:00	15	95.0	6.0	20.0	160.0	1145.0	55.0	1120.0	60.0
98	2020-12-12 10:35:00	10	40.0	9.0	125.0	160.0	840.0	60.0	310.0	130.0
99	2020-12-12 12:50:00	12	50.0	8.0	65.0	160.0	975.0	90.0	445.0	95.0
100	2020-12-12 14:50:00	14	30.0	8.0	185.0	160.0	1095.0	60.0	60.0	70.0
101	2020-12-12 17:00:00	17	20.0	8.0	315.0	160.0	1225.0	60.0	190.0	100.0
106	2020-12-13 10:05:00	10	30.0	6.0	95.0	160.0	850.0	110.0	110.0	130.0
107	2020-12-13 11:45:00	11	35.0	6.0	195.0	160.0	950.0	45.0	210.0	70.0
108	2020-12-13 14:40:00	14	45.0	4.0	5.0	160.0	1125.0	20.0	385.0	140.0
109	2020-12-13 16:25:00	16	95.0	4.0	110.0	160.0	1230.0	60.0	490.0	60.0
113	2020-12-14 09:10:00	9	100.0	8.0	30.0	120.0	460.0	70.0	70.0	110.0
114	2020-12-14 13:15:00	13	30.0	7.0	80.0	120.0	705.0	10.0	315.0	145.0
115	2020-12-14 14:00:00	14	50.0	7.0	125.0	120.0	750.0	55.0	360.0	15.0
116	2020-12-14 16:50:00	16	35.0	11.0	85.0	120.0	920.0	55.0	530.0	120.0
122	2020-12-15 09:05:00	9	110.0	5.0	25.0	160.0	790.0	125.0	540.0	125.0
123	2020-12-15 14:05:00	14	15.0	7.0	115.0	160.0	1090.0	140.0	840.0	190.0
124	2020-12-15 16:15:00	16	75.0	9.0	85.0	160.0	1220.0	65.0	970.0	115.0
127	2020-12-16 06:35:00	6	40.0	10.0	230.0	160.0	625.0	230.0	595.0	5.0
128	2020-12-16 09:20:00	9	40.0	12.0	110.0	160.0	790.0	110.0	760.0	125.0
129	2020-12-16 12:55:00	12	45.0	10.0	110.0	160.0	1005.0	45.0	975.0	175.0
130	2020-12-16 15:05:00	15	45.0	9.0	25.0	160.0	1135.0	35.0	1105.0	85.0
134	2020-12-17 09:15:00	9	80.0	15.0	90.0	160.0	800.0	90.0	40.0	95.0
135	2020-12-17 13:05:00	13	125.0	13.0	110.0	160.0	1030.0	40.0	40.0	150.0
138	2020-12-18 09:05:00	9	120.0	10.0	65.0	160.0	805.0	15.0	795.0	80.0
139	2020-12-18 13:25:00	13	75.0	10.0	100.0	160.0	1065.0	80.0	1055.0	140.0
140	2020-12-18 16:20:00	16	35.0	10.0	75.0	160.0	1240.0	85.0	1230.0	100.0
141	2020-12-18 18:10:00	18	25.0	10.0	185.0	160.0	1350.0	70.0	1340.0	75.0
143	2020-12-19 09:20:00	9	30.0	6.0	45.0	160.0	805.0	150.0	755.0	160.0
144	2020-12-19 12:20:00	12	40.0	8.0	30.0	160.0	985.0	45.0	45.0	150.0
145	2020-12-19 14:30:00	14	30.0	8.0	160.0	160.0	1115.0	15.0	175.0	90.0
149	2020-12-20 08:15:00	8	40.0	16.0	110.0	160.0	790.0	85.0	85.0	110.0
150	2020-12-20 11:00:00	11	30.0	16.0	100.0	160.0	955.0	110.0	250.0	125.0
151	2020-12-20 13:20:00	13	90.0	9.0	80.0	160.0	1095.0	20.0	390.0	110.0
152	2020-12-20 16:20:00	16	20.0	8.0	90.0	160.0	1275.0	200.0	570.0	90.0
156	2020-12-21 09:15:00	9	130.0	11.0	75.0	160.0	815.0	260.0	25.0	80.0
157	2020-12-21 13:20:00	13	55.0	8.0	100.0	160.0	1060.0	90.0	270.0	115.0
158	2020-12-21 17:00:00	17	25.0	13.0	150.0	160.0	1280.0	125.0	490.0	165.0
161	2020-12-22 08:50:00	8	95.0	7.0	15.0	160.0	780.0	70.0	70.0	140.0
162	2020-12-22 12:30:00	12	25.0	8.0	80.0	160.0	1000.0	15.0	290.0	125.0
163	2020-12-22 13:00:00	13	75.0	8.0	110.0	160.0	1030.0	45.0	320.0	5.0
164	2020-12-22 16:15:00	16	29.0	12.0	120.0	160.0	1225.0	85.0	80.0	120.0
166	2020-12-23 06:15:00	6	30.0	55.0	625.0	160.0	635.0	625.0	625.0	15.0
167	2020-12-23 08:45:00	8	75.0	10.0	115.0	160.0	785.0	105.0	775.0	120.0
168	2020-12-23 12:15:00	12	35.0	14.0	110.0	160.0	995.0	120.0	985.0	135.0
169	2020-12-23 15:10:00	15	35.0	8.0	75.0	160.0	1170.0	120.0	120.0	140.0
170	2020-12-23 16:40:00	16	5.0	8.0	165.0	160.0	1260.0	210.0	210.0	55.0
173	2020-12-24 08:40:00	8	80.0	11.0	125.0	160.0	760.0	125.0	720.0	150.0
174	2020-12-24 11:55:00	11	10.0	9.0	110.0	160.0	955.0	110.0	65.0	115.0
175	2020-12-24 14:15:00	14	30.0	12.0	75.0	160.0	1095.0	25.0	205.0	130.0
176	2020-12-24 16:40:00	16	25.0	13.0	75.0	160.0	1240.0	40.0	40.0	115.0
179	2020-12-25 08:40:00	8	28.0	16.0	130.0	160.0	770.0	5.0	765.0	147.0
180	2020-12-25 11:05:00	11	65.0	10.0	60.0	160.0	915.0	150.0	910.0	115.0
181	2020-12-25 14:15:00	14	40.0	9.0	75.0	160.0	1105.0	120.0	1100.0	125.0
182	2020-12-25 15:40:00	15	40.0	9.0	160.0	160.0	1190.0	30.0	1185.0	45.0
186	2020-12-26 08:40:00	8	140.0	12.0	125.0	160.0	810.0	130.0	130.0	130.0
187	2020-12-26 13:10:00	13	76.0	16.0	110.0	160.0	1080.0	80.0	400.0	134.0
188	2020-12-26 17:20:00	17	40.0	8.0	150.0	160.0	1330.0	75.0	650.0	170.0
190	2020-12-27 06:10:00	6	62.0	47.0	585.0	160.0	665.0	585.0	585.0	23.0
191	2020-12-27 08:55:00	8	50.0	16.0	95.0	160.0	830.0	95.0	750.0	100.0
192	2020-12-27 12:20:00	12	35.0	6.0	135.0	160.0	1035.0	70.0	70.0	155.0
193	2020-12-27 14:50:00	14	85.0	10.0	70.0	160.0	1185.0	55.0	220.0	115.0
195	2020-12-28 06:30:00	6	30.0	44.0	625.0	160.0	690.0	625.0	625.0	30.0
196	2020-12-28 09:25:00	9	53.0	11.0	105.0	160.0	865.0	105.0	800.0	147.0
197	2020-12-28 12:35:00	12	25.0	6.0	125.0	160.0	1055.0	65.0	65.0	135.0
198	2020-12-28 14:20:00	14	30.0	9.0	60.0	160.0	1160.0	50.0	170.0	80.0
199	2020-12-28 16:35:00	16	51.0	7.0	30.0	160.0	1295.0	70.0	70.0	109.0
202	2020-12-29 08:45:00	8	41.0	11.0	105.0	160.0	820.0	115.0	680.0	129.0
203	2020-12-29 13:10:00	13	25.0	5.0	10.0	160.0	1085.0	110.0	945.0	220.0
204	2020-12-29 13:50:00	13	55.0	5.0	50.0	160.0	1125.0	150.0	985.0	15.0
205	2020-12-29 18:00:00	18	15.0	9.0	120.0	160.0	1375.0	15.0	90.0	195.0
207	2020-12-30 08:10:00	8	50.0	10.0	70.0	160.0	790.0	75.0	735.0	90.0
208	2020-12-30 11:55:00	11	40.0	9.0	95.0	160.0	1015.0	50.0	960.0	175.0
209	2020-12-30 14:40:00	14	36.0	10.0	100.0	160.0	1180.0	25.0	1125.0	129.0
210	2020-12-30 16:45:00	16	40.0	10.0	65.0	160.0	1305.0	15.0	15.0	85.0
212	2020-12-31 08:10:00	8	50.0	10.0	70.0	160.0	790.0	10.0	750.0	130.0
213	2020-12-31 11:50:00	11	20.0	8.0	120.0	160.0	1010.0	20.0	970.0	170.0
214	2020-12-31 14:05:00	14	70.0	8.0	70.0	160.0	1145.0	155.0	1105.0	115.0
215	2020-12-31 17:25:00	17	5.0	9.0	75.0	160.0	1345.0	115.0	1305.0	130.0
