	datetime	hour	sleep_minutes	last_mothermilk	last_mothermilk_before	last_milk	last_milk_before	last_small_before	last_big_before	last_wake_minutes
55	2020-09-09 18:25:00	18	45.0	18.0	65.0	80.0	4305.0	30.0	1180.0	75.0
59	2020-09-10 11:20:00	11	30.0	24.0	85.0	80.0	790.0	20.0	20.0	85.0
60	2020-09-10 13:20:00	13	40.0	16.0	65.0	80.0	910.0	140.0	140.0	90.0
61	2020-09-10 14:40:00	14	170.0	16.0	35.0	80.0	990.0	220.0	220.0	40.0
66	2020-09-11 06:20:00	6	60.0	85.0	40.0	80.0	1930.0	535.0	535.0	40.0
67	2020-09-11 08:30:00	8	150.0	85.0	170.0	80.0	2060.0	50.0	665.0	70.0
68	2020-09-11 12:15:00	12	20.0	18.0	75.0	80.0	2285.0	45.0	45.0	75.0
69	2020-09-11 14:10:00	14	140.0	29.0	75.0	80.0	2400.0	160.0	160.0	95.0
70	2020-09-11 18:00:00	18	40.0	20.0	90.0	80.0	2630.0	50.0	390.0	90.0
71	2020-09-11 18:45:00	18	5.0	20.0	135.0	80.0	2675.0	95.0	435.0	5.0
76	2020-09-12 10:30:00	10	130.0	25.0	65.0	80.0	3620.0	100.0	380.0	110.0
77	2020-09-12 13:55:00	13	25.0	14.0	75.0	80.0	3825.0	75.0	585.0	75.0
78	2020-09-12 15:30:00	15	115.0	107.0	45.0	80.0	3920.0	170.0	680.0	70.0
82	2020-09-13 10:15:00	10	120.0	24.0	55.0	70.0	695.0	65.0	365.0	150.0
83	2020-09-13 13:40:00	13	80.0	22.0	65.0	70.0	900.0	65.0	570.0	85.0
84	2020-09-13 16:30:00	16	100.0	30.0	90.0	70.0	1070.0	235.0	740.0	90.0
86	2020-09-14 06:40:00	6	225.0	5.0	5.0	70.0	1920.0	100.0	100.0	100.0
87	2020-09-14 12:20:00	12	30.0	16.0	50.0	70.0	2260.0	60.0	440.0	115.0
88	2020-09-14 13:00:00	13	130.0	16.0	90.0	70.0	2300.0	10.0	480.0	10.0
89	2020-09-14 15:50:00	15	15.0	25.0	35.0	70.0	2470.0	35.0	650.0	40.0
90	2020-09-14 17:10:00	17	75.0	25.0	115.0	70.0	2550.0	115.0	730.0	65.0
97	2020-09-15 07:50:00	7	55.0	8.0	10.0	70.0	3430.0	50.0	480.0	50.0
98	2020-09-15 09:20:00	9	55.0	8.0	100.0	70.0	3520.0	10.0	570.0	35.0
99	2020-09-15 10:25:00	10	5.0	9.0	10.0	70.0	3585.0	75.0	635.0	10.0
100	2020-09-15 11:15:00	11	115.0	10.0	45.0	70.0	3635.0	125.0	685.0	45.0
101	2020-09-15 14:45:00	14	110.0	17.0	70.0	70.0	3845.0	80.0	895.0	95.0
102	2020-09-15 17:15:00	17	70.0	40.0	40.0	70.0	3995.0	230.0	1045.0	40.0
105	2020-09-16 10:30:00	10	90.0	39.0	105.0	70.0	5030.0	60.0	705.0	120.0
106	2020-09-16 14:10:00	14	170.0	15.0	50.0	70.0	5250.0	70.0	925.0	130.0
107	2020-09-16 18:20:00	18	45.0	31.0	80.0	70.0	5500.0	20.0	1175.0	80.0
111	2020-09-17 10:05:00	10	105.0	20.0	85.0	20.0	765.0	25.0	465.0	95.0
112	2020-09-17 13:10:00	13	50.0	25.0	65.0	20.0	950.0	25.0	650.0	80.0
113	2020-09-17 14:05:00	14	125.0	25.0	120.0	20.0	1005.0	80.0	705.0	5.0
114	2020-09-17 17:50:00	17	45.0	30.0	95.0	20.0	1230.0	30.0	930.0	100.0
115	2020-09-17 18:50:00	18	5.0	30.0	155.0	20.0	1290.0	90.0	990.0	15.0
119	2020-09-18 09:35:00	9	30.0	13.0	80.0	80.0	680.0	95.0	50.0	95.0
120	2020-09-18 10:10:00	10	75.0	13.0	115.0	80.0	715.0	130.0	85.0	5.0
121	2020-09-18 13:15:00	13	40.0	27.0	110.0	80.0	900.0	75.0	270.0	110.0
122	2020-09-18 15:20:00	15	20.0	41.0	85.0	80.0	1025.0	200.0	395.0	85.0
126	2020-09-19 07:25:00	7	110.0	39.0	40.0	80.0	615.0	205.0	565.0	40.0
127	2020-09-19 12:15:00	12	20.0	26.0	80.0	80.0	905.0	100.0	855.0	180.0
128	2020-09-19 13:30:00	13	45.0	26.0	155.0	80.0	980.0	15.0	930.0	55.0
129	2020-09-19 15:50:00	15	45.0	18.0	90.0	80.0	1120.0	155.0	1070.0	95.0
133	2020-09-20 07:00:00	7	110.0	32.0	30.0	80.0	630.0	0.0	535.0	30.0
134	2020-09-20 10:00:00	10	115.0	9.0	70.0	80.0	810.0	180.0	715.0	70.0
135	2020-09-20 12:30:00	12	55.0	13.0	35.0	80.0	960.0	20.0	865.0	35.0
136	2020-09-20 15:10:00	15	30.0	21.0	60.0	80.0	1120.0	180.0	1025.0	105.0
137	2020-09-20 16:10:00	16	50.0	21.0	120.0	80.0	1180.0	240.0	1085.0	30.0
143	2020-09-21 09:45:00	9	85.0	23.0	90.0	80.0	865.0	65.0	635.0	95.0
144	2020-09-21 13:20:00	13	80.0	11.0	55.0	80.0	1080.0	105.0	850.0	130.0
145	2020-09-21 16:30:00	16	75.0	20.0	75.0	80.0	1270.0	90.0	1040.0	110.0
151	2020-09-22 07:15:00	7	75.0	38.0	35.0	80.0	675.0	350.0	575.0	35.0
152	2020-09-22 10:10:00	10	130.0	24.0	95.0	80.0	850.0	35.0	750.0	100.0
153	2020-09-22 13:45:00	13	25.0	22.0	80.0	80.0	1065.0	80.0	965.0	85.0
154	2020-09-22 16:00:00	16	25.0	17.0	90.0	80.0	1200.0	95.0	1100.0	110.0
155	2020-09-22 18:05:00	18	40.0	19.0	80.0	80.0	1325.0	80.0	1225.0	100.0
158	2020-09-23 07:00:00	7	40.0	62.0	20.0	80.0	625.0	525.0	525.0	65.0
159	2020-09-23 09:30:00	9	70.0	15.0	60.0	80.0	775.0	80.0	675.0	110.0
160	2020-09-23 12:05:00	12	95.0	22.0	85.0	80.0	930.0	235.0	830.0	85.0
161	2020-09-23 14:45:00	14	45.0	13.0	65.0	80.0	1090.0	60.0	990.0	65.0
162	2020-09-23 17:10:00	17	95.0	20.0	70.0	80.0	1235.0	85.0	1135.0	100.0
165	2020-09-24 08:40:00	8	65.0	21.0	60.0	80.0	2165.0	30.0	660.0	60.0
166	2020-09-24 11:20:00	11	110.0	19.0	80.0	80.0	2325.0	80.0	820.0	95.0
167	2020-09-24 14:05:00	14	105.0	15.0	55.0	80.0	2490.0	35.0	985.0	55.0
168	2020-09-24 17:45:00	17	85.0	11.0	35.0	80.0	2710.0	95.0	1205.0	115.0
171	2020-09-25 11:05:00	11	100.0	22.0	60.0	100.0	770.0	85.0	720.0	200.0
172	2020-09-25 13:35:00	13	70.0	12.0	50.0	100.0	920.0	30.0	870.0	50.0
173	2020-09-25 16:15:00	16	115.0	34.0	75.0	100.0	1080.0	10.0	1030.0	90.0
177	2020-09-26 06:45:00	6	170.0	46.0	45.0	100.0	1950.0	230.0	545.0	45.0
178	2020-09-26 11:35:00	11	125.0	17.0	85.0	100.0	2240.0	85.0	835.0	120.0
179	2020-09-26 15:00:00	15	90.0	21.0	80.0	100.0	2445.0	50.0	1040.0	80.0
180	2020-09-26 18:00:00	18	40.0	21.0	90.0	100.0	2625.0	40.0	1220.0	90.0
186	2020-09-27 07:50:00	7	75.0	44.0	40.0	100.0	735.0	65.0	500.0	65.0
187	2020-09-27 10:00:00	10	80.0	14.0	55.0	100.0	865.0	55.0	630.0	55.0
188	2020-09-27 12:10:00	12	50.0	13.0	25.0	100.0	995.0	185.0	760.0	50.0
189	2020-09-27 15:10:00	15	100.0	11.0	0.0	100.0	1175.0	70.0	70.0	130.0
190	2020-09-27 17:25:00	17	5.0	28.0	30.0	100.0	1310.0	100.0	100.0	35.0
191	2020-09-27 18:20:00	18	15.0	28.0	85.0	100.0	1365.0	155.0	155.0	50.0
192	2020-09-27 18:45:00	18	35.0	28.0	110.0	100.0	1390.0	180.0	180.0	10.0
196	2020-09-28 11:45:00	11	85.0	23.0	80.0	100.0	2410.0	15.0	805.0	160.0
197	2020-09-28 14:00:00	14	115.0	11.0	50.0	100.0	2545.0	10.0	940.0	50.0
198	2020-09-28 17:10:00	17	20.0	7.0	65.0	100.0	2735.0	55.0	1130.0	75.0
202	2020-09-29 09:00:00	9	175.0	9.0	25.0	100.0	3685.0	25.0	660.0	115.0
203	2020-09-29 13:25:00	13	45.0	26.0	90.0	100.0	3950.0	55.0	55.0	90.0
204	2020-09-29 16:15:00	16	180.0	26.0	85.0	100.0	4120.0	225.0	225.0	125.0
207	2020-09-30 07:30:00	7	150.0	80.0	60.0	100.0	5035.0	275.0	570.0	60.0
208	2020-09-30 11:50:00	11	25.0	22.0	90.0	100.0	5295.0	110.0	830.0	110.0
209	2020-09-30 13:40:00	13	140.0	21.0	70.0	100.0	5405.0	20.0	940.0	85.0
210	2020-09-30 16:40:00	16	10.0	25.0	25.0	100.0	5585.0	200.0	1120.0	40.0
211	2020-09-30 17:45:00	17	85.0	25.0	90.0	100.0	5650.0	45.0	1185.0	55.0
