	datetime	hour	sleep_minutes	last_mothermilk	last_mothermilk_before	last_milk	last_milk_before	last_small_before	last_big_before	last_wake_minutes
36	2021-02-07 12:15:00	12	32.0	7.0	125.0	200.0	1095.0	235.0	360.0	143.0
37	2021-02-07 14:40:00	14	48.0	6.0	35.0	200.0	1240.0	50.0	505.0	110.0
38	2021-02-07 17:30:00	17	30.0	6.0	205.0	200.0	1410.0	50.0	675.0	122.0
41	2021-02-08 08:00:00	8	19.0	9.0	105.0	200.0	820.0	5.0	710.0	106.0
42	2021-02-08 08:25:00	8	55.0	9.0	130.0	200.0	845.0	30.0	735.0	5.0
43	2021-02-08 11:30:00	11	75.0	9.0	90.0	200.0	1030.0	60.0	920.0	130.0
44	2021-02-08 14:55:00	14	60.0	6.0	60.0	200.0	1235.0	115.0	1125.0	133.0
46	2021-02-09 06:20:00	6	35.0	30.0	635.0	200.0	735.0	635.0	635.0	55.0
47	2021-02-09 08:40:00	8	45.0	13.0	105.0	200.0	875.0	90.0	775.0	105.0
48	2021-02-09 11:05:00	11	175.0	8.0	65.0	200.0	1020.0	95.0	920.0	100.0
49	2021-02-09 16:25:00	16	45.0	7.0	110.0	200.0	1340.0	10.0	1240.0	145.0
51	2021-02-10 08:05:00	8	47.0	15.0	120.0	200.0	845.0	95.0	725.0	133.0
52	2021-02-10 10:50:00	10	65.0	7.0	50.0	200.0	1010.0	260.0	890.0	115.0
53	2021-02-10 14:35:00	14	78.0	8.0	40.0	200.0	1235.0	5.0	1115.0	163.0
54	2021-02-10 17:40:00	17	25.0	8.0	225.0	200.0	1420.0	190.0	1300.0	104.0
56	2021-02-11 07:55:00	7	45.0	11.0	115.0	200.0	825.0	105.0	695.0	115.0
57	2021-02-11 11:00:00	11	130.0	10.0	55.0	200.0	1010.0	45.0	880.0	140.0
58	2021-02-11 14:45:00	14	105.0	7.0	40.0	200.0	1235.0	55.0	1105.0	95.0
60	2021-02-12 08:05:00	8	51.0	14.0	120.0	200.0	845.0	5.0	740.0	129.0
61	2021-02-12 11:55:00	11	25.0	8.0	110.0	200.0	1075.0	55.0	150.0	175.0
62	2021-02-12 13:30:00	13	30.0	8.0	205.0	200.0	1170.0	150.0	245.0	70.0
63	2021-02-12 17:10:00	17	40.0	8.0	175.0	200.0	1390.0	10.0	10.0	194.0
65	2021-02-13 07:30:00	7	45.0	12.0	90.0	200.0	810.0	75.0	710.0	165.0
66	2021-02-13 09:55:00	9	65.0	12.0	235.0	200.0	20.0	80.0	855.0	100.0
67	2021-02-13 12:50:00	12	35.0	12.0	410.0	200.0	195.0	0.0	1030.0	110.0
68	2021-02-13 15:25:00	15	40.0	6.0	75.0	200.0	350.0	70.0	1185.0	120.0
69	2021-02-13 16:45:00	16	5.0	6.0	155.0	200.0	430.0	15.0	1265.0	40.0
72	2021-02-14 08:10:00	8	85.0	12.0	130.0	200.0	845.0	115.0	735.0	135.0
73	2021-02-14 11:30:00	11	85.0	7.0	80.0	200.0	1045.0	105.0	935.0	115.0
74	2021-02-14 15:35:00	15	40.0	11.0	80.0	200.0	1290.0	350.0	1180.0	160.0
77	2021-02-15 08:10:00	8	35.0	15.0	130.0	200.0	850.0	100.0	745.0	170.0
78	2021-02-15 11:20:00	11	136.0	6.0	80.0	200.0	1040.0	30.0	935.0	159.0
79	2021-02-15 15:40:00	15	43.0	5.0	90.0	200.0	1300.0	75.0	40.0	122.0
81	2021-02-16 07:55:00	7	40.0	15.0	120.0	200.0	835.0	5.0	730.0	125.0
82	2021-02-16 10:55:00	10	125.0	5.0	50.0	200.0	1015.0	10.0	910.0	140.0
83	2021-02-16 15:00:00	15	20.0	4.0	50.0	200.0	1260.0	30.0	1155.0	120.0
84	2021-02-16 16:55:00	16	35.0	4.0	165.0	200.0	1375.0	0.0	1270.0	95.0
88	2021-02-17 10:10:00	10	106.0	7.0	5.0	200.0	975.0	0.0	845.0	169.0
89	2021-02-17 14:25:00	14	85.0	5.0	10.0	200.0	1230.0	40.0	1100.0	145.0
90	2021-02-17 17:05:00	17	5.0	5.0	170.0	200.0	1390.0	10.0	1260.0	75.0
92	2021-02-18 08:15:00	8	85.0	11.0	135.0	200.0	855.0	0.0	755.0	135.0
93	2021-02-18 11:15:00	11	47.0	6.0	60.0	200.0	1035.0	80.0	935.0	98.0
94	2021-02-18 15:05:00	15	30.0	6.0	55.0	200.0	1265.0	170.0	20.0	180.0
95	2021-02-18 15:40:00	15	15.0	6.0	90.0	200.0	1300.0	205.0	55.0	5.0
96	2021-02-18 15:55:00	15	58.0	6.0	105.0	200.0	1315.0	220.0	70.0	2.0
98	2021-02-19 08:10:00	8	70.0	11.0	130.0	200.0	850.0	10.0	735.0	135.0
99	2021-02-19 11:20:00	11	93.0	8.0	70.0	200.0	1040.0	120.0	925.0	120.0
100	2021-02-19 14:55:00	14	40.0	4.0	50.0	200.0	1255.0	25.0	1140.0	122.0
103	2021-02-20 08:05:00	8	55.0	10.0	140.0	200.0	845.0	10.0	640.0	135.0
104	2021-02-20 11:20:00	11	37.0	10.0	70.0	200.0	1040.0	110.0	835.0	143.0
105	2021-02-20 12:00:00	12	50.0	10.0	110.0	200.0	1080.0	150.0	875.0	3.0
106	2021-02-20 15:00:00	15	70.0	5.0	45.0	200.0	1260.0	90.0	1055.0	127.0
110	2021-02-21 08:35:00	8	10.0	7.0	150.0	200.0	875.0	10.0	600.0	175.0
111	2021-02-21 09:05:00	9	20.0	7.0	180.0	200.0	905.0	40.0	630.0	20.0
112	2021-02-21 10:55:00	10	122.0	8.0	55.0	200.0	1015.0	10.0	740.0	92.0
113	2021-02-21 16:50:00	16	35.0	8.0	180.0	200.0	1370.0	5.0	1095.0	231.0
116	2021-02-22 08:00:00	8	50.0	18.0	120.0	200.0	830.0	100.0	735.0	125.0
117	2021-02-22 11:10:00	11	50.0	7.0	65.0	200.0	1020.0	290.0	120.0	140.0
118	2021-02-22 14:00:00	14	38.0	5.0	5.0	200.0	1190.0	110.0	290.0	122.0
119	2021-02-22 14:45:00	14	10.0	5.0	50.0	200.0	1235.0	155.0	335.0	5.0
120	2021-02-22 15:00:00	15	65.0	5.0	65.0	200.0	1250.0	170.0	350.0	5.0
125	2021-02-23 08:00:00	8	80.0	16.0	120.0	200.0	840.0	105.0	685.0	125.0
126	2021-02-23 13:25:00	13	30.0	6.0	200.0	200.0	1165.0	200.0	1010.0	245.0
127	2021-02-23 15:20:00	15	130.0	8.0	40.0	200.0	1280.0	20.0	1125.0	85.0
129	2021-02-24 08:05:00	8	20.0	10.0	115.0	200.0	845.0	115.0	725.0	130.0
130	2021-02-24 08:40:00	8	35.0	10.0	150.0	200.0	880.0	150.0	760.0	15.0
131	2021-02-24 10:55:00	10	88.0	8.0	50.0	200.0	1015.0	5.0	895.0	102.0
132	2021-02-24 13:30:00	13	10.0	8.0	205.0	200.0	1170.0	25.0	1050.0	65.0
133	2021-02-24 15:30:00	15	80.0	6.0	90.0	200.0	1290.0	10.0	1170.0	110.0
135	2021-02-25 08:00:00	8	46.0	18.0	120.0	200.0	845.0	95.0	725.0	124.0
136	2021-02-25 10:55:00	10	45.0	9.0	30.0	200.0	1020.0	10.0	900.0	125.0
137	2021-02-25 13:05:00	13	35.0	9.0	160.0	200.0	1150.0	140.0	1030.0	85.0
138	2021-02-25 15:10:00	15	35.0	9.0	285.0	200.0	45.0	265.0	1155.0	90.0
144	2021-02-26 07:25:00	7	60.0	14.0	85.0	200.0	765.0	5.0	65.0	175.0
145	2021-02-26 10:15:00	10	40.0	4.0	10.0	200.0	935.0	90.0	90.0	110.0
146	2021-02-26 12:20:00	12	40.0	4.0	135.0	200.0	1060.0	35.0	215.0	85.0
147	2021-02-26 15:40:00	15	33.0	6.0	100.0	200.0	1260.0	80.0	415.0	162.0
151	2021-02-27 07:50:00	7	45.0	12.0	105.0	200.0	830.0	80.0	685.0	135.0
152	2021-02-27 10:45:00	10	55.0	7.0	55.0	200.0	1005.0	255.0	860.0	130.0
153	2021-02-27 14:25:00	14	25.0	8.0	55.0	200.0	1225.0	475.0	1080.0	165.0
154	2021-02-27 17:55:00	17	25.0	8.0	265.0	220.0	10.0	25.0	1290.0	185.0
157	2021-02-28 07:50:00	7	31.0	10.0	105.0	220.0	845.0	110.0	670.0	124.0
158	2021-02-28 10:50:00	10	65.0	6.0	35.0	220.0	1025.0	15.0	850.0	145.0
159	2021-02-28 15:40:00	15	35.0	5.0	80.0	220.0	1315.0	90.0	1140.0	225.0
