	date	time	mothermilk	milk	expressedmilk	small	big	sleep
94	2020-12-03	14:05:00						0
95	2020-12-03	14:15:00				1		
96	2020-12-03	15:30:00	12					
97	2020-12-03	15:50:00						1
98	2020-12-03	16:20:00						0
99	2020-12-03	18:00:00	10					
100	2020-12-03	18:55:00				1		
101	2020-12-03	19:25:00		80				
102	2020-12-03	19:30:00	7					
103	2020-12-03	19:55:00						1
104	2020-12-03	20:35:00						0
105	2020-12-03	20:40:00						1
106	2020-12-03	20:55:00						0
107	2020-12-03	20:59:00						1
108	2020-12-03	20:59:00	64					
109	2020-12-03	20:59:00				1		
110	2020-12-03	20:59:00					1	
111	2020-12-04	03:10:00						0
112	2020-12-04	03:25:00	9					
113	2020-12-04	04:25:00						1
114	2020-12-04	06:55:00						0
115	2020-12-04	07:05:00				1		
116	2020-12-04	07:05:00	11					
117	2020-12-04	08:30:00	9					
118	2020-12-04	09:00:00				1		
119	2020-12-04	09:25:00						1
120	2020-12-04	10:05:00						0
121	2020-12-04	11:20:00				1		
122	2020-12-04	11:30:00	7					
123	2020-12-04	11:55:00						1
124	2020-12-04	12:45:00						0
125	2020-12-04	13:55:00						1
126	2020-12-04	14:55:00						0
127	2020-12-04	15:10:00				1		
128	2020-12-04	15:15:00	10					
129	2020-12-04	16:30:00						1
130	2020-12-04	17:30:00						0
131	2020-12-04	18:00:00				1		
132	2020-12-04	18:00:00					1	
133	2020-12-04	18:35:00	4					
134	2020-12-04	19:35:00				1		
135	2020-12-04	19:45:00		80				
136	2020-12-04	19:50:00	9					
137	2020-12-04	20:15:00						1
138	2020-12-04	20:55:00						0
139	2020-12-04	21:00:00						1
140	2020-12-04	22:00:00						0
141	2020-12-04	22:04:00						1
142	2020-12-04	22:50:00						0
143	2020-12-04	23:00:00						1
144	2020-12-04	23:10:00	58					
145	2020-12-04	23:10:00				1		
146	2020-12-04	23:10:00					1	
147	2020-12-05	03:35:00						0
148	2020-12-05	03:40:00	9					
149	2020-12-05	03:50:00				1		
150	2020-12-05	04:20:00						1
151	2020-12-05	06:05:00						0
152	2020-12-05	06:15:00						1
153	2020-12-05	07:35:00						0
154	2020-12-05	08:00:00	10					
155	2020-12-05	10:35:00						1
156	2020-12-05	10:45:00						0
157	2020-12-05	10:50:00						1
158	2020-12-05	11:05:00						0
159	2020-12-05	11:10:00						1
160	2020-12-05	12:35:00						0
161	2020-12-05	12:40:00				1		
162	2020-12-05	12:40:00	9					
163	2020-12-05	14:20:00						1
164	2020-12-05	14:40:00						0
165	2020-12-05	14:55:00				1		
166	2020-12-05	15:05:00	12					
167	2020-12-05	15:20:00						1
168	2020-12-05	16:05:00						0
169	2020-12-05	17:40:00				1		
170	2020-12-05	18:00:00	9					
171	2020-12-05	18:30:00					1	
172	2020-12-05	18:30:00				1		
173	2020-12-05	19:05:00		80				
174	2020-12-05	19:15:00						1
175	2020-12-05	19:45:00						0
176	2020-12-05	19:45:00	9					
177	2020-12-05	21:00:00						1
178	2020-12-05	21:00:00	56					
179	2020-12-05	21:00:00				1		
180	2020-12-05	21:00:00					1	
181	2020-12-06	00:20:00						0
182	2020-12-06	00:20:00						1
183	2020-12-06	01:10:00						0
184	2020-12-06	01:15:00				1		
185	2020-12-06	01:35:00	9					
186	2020-12-06	02:00:00						1
187	2020-12-06	06:00:00						0
188	2020-12-06	06:05:00						1
189	2020-12-06	06:45:00						0
190	2020-12-06	07:15:00				1		
191	2020-12-06	07:15:00	12					
192	2020-12-06	08:45:00						1
193	2020-12-06	10:35:00						0
194	2020-12-06	10:35:00					1	
195	2020-12-06	10:35:00				1		
196	2020-12-06	11:50:00	7					
197	2020-12-06	12:45:00				1		
198	2020-12-06	13:20:00						1
199	2020-12-06	13:50:00						0
200	2020-12-06	14:30:00				1		
201	2020-12-06	14:55:00						1
202	2020-12-06	15:25:00						0
203	2020-12-06	15:55:00	12					
204	2020-12-06	17:30:00				1		
205	2020-12-06	17:30:00					1	
206	2020-12-06	17:45:00						1
207	2020-12-06	18:15:00						0
208	2020-12-06	18:45:00	8					
209	2020-12-06	19:30:00				1		
210	2020-12-06	19:40:00		80				
211	2020-12-06	19:40:00	9					
212	2020-12-06	20:25:00						1
213	2020-12-06	20:25:00	53					
214	2020-12-06	20:25:00				1		
215	2020-12-06	20:25:00					1	
216	2020-12-07	01:10:00						0
217	2020-12-07	01:10:00	8					
218	2020-12-07	01:30:00				1		
219	2020-12-07	02:05:00						1
220	2020-12-07	02:15:00						0
221	2020-12-07	03:00:00						1
222	2020-12-07	07:45:00						0
223	2020-12-07	07:45:00				1		
224	2020-12-07	07:45:00					1	
225	2020-12-07	07:45:00	9					
226	2020-12-07	08:15:00					1	
227	2020-12-07	09:15:00						1
228	2020-12-07	09:50:00						0
229	2020-12-07	11:00:00						1
230	2020-12-07	11:40:00	9					
231	2020-12-07	11:40:00						0
232	2020-12-07	12:25:00				1		
233	2020-12-07	14:00:00						1
234	2020-12-07	14:50:00						0
235	2020-12-07	14:55:00				1		
236	2020-12-07	15:10:00	11					
237	2020-12-07	15:40:00				1		
238	2020-12-07	15:40:00					1	
239	2020-12-07	16:35:00						1
240	2020-12-07	18:30:00						0
241	2020-12-07	18:40:00				1		
242	2020-12-07	18:40:00	10					
243	2020-12-07	20:00:00				1		
244	2020-12-07	20:15:00		80				
245	2020-12-07	20:15:00	10					
246	2020-12-07	20:25:00		80				
247	2020-12-07	20:55:00						1
248	2020-12-07	22:50:00						0
249	2020-12-07	23:20:00						1
250	2020-12-07	23:25:00						0
251	2020-12-07	23:30:00						1
252	2020-12-07	23:30:00						0
253	2020-12-07	23:35:00						1
254	2020-12-07	23:55:00	56					
255	2020-12-07	23:55:00				1		
256	2020-12-07	23:55:00					1	
257	2020-12-08	00:55:00						1
258	2020-12-08	00:55:00						0
259	2020-12-08	00:55:00						1
260	2020-12-08	01:15:00						0
261	2020-12-08	01:20:00	9					
262	2020-12-08	01:30:00						1
263	2020-12-08	04:15:00						0
264	2020-12-08	04:25:00						1
265	2020-12-08	04:35:00						0
266	2020-12-08	05:05:00						1
267	2020-12-08	07:00:00	15					
268	2020-12-08	07:00:00						0
269	2020-12-08	07:20:00						1
270	2020-12-08	07:40:00						0
271	2020-12-08	08:30:00				1		
272	2020-12-08	08:30:00					1	
273	2020-12-08	09:10:00						1
274	2020-12-08	09:50:00						0
275	2020-12-08	10:25:00	9					
276	2020-12-08	11:30:00				1		
277	2020-12-08	11:38:00						1
278	2020-12-08	12:30:00						0
279	2020-12-08	12:45:00				1		
280	2020-12-08	13:10:00						1
281	2020-12-08	13:55:00						0
282	2020-12-08	13:55:00				1		
283	2020-12-08	14:00:00	9					
284	2020-12-08	14:45:00					1	
285	2020-12-08	14:45:00				1		
286	2020-12-08	15:25:00						1
287	2020-12-08	16:15:00						0
288	2020-12-08	16:25:00				1		
289	2020-12-08	16:55:00						1
290	2020-12-08	18:15:00						0
291	2020-12-08	18:20:00	12					
292	2020-12-08	19:35:00				1		
293	2020-12-08	19:50:00	6					
294	2020-12-08	20:00:00		160				
295	2020-12-08	20:45:00						1
296	2020-12-08	22:20:00						0
297	2020-12-08	22:30:00						1
298	2020-12-08	23:15:00						0
299	2020-12-08	23:20:00						1
300	2020-12-08	23:20:00	61					
301	2020-12-08	23:20:00				1		
302	2020-12-08	23:20:00					1	
303	2020-12-09	00:45:00						0
304	2020-12-09	00:50:00						1
305	2020-12-09	01:25:00						0
306	2020-12-09	01:25:00				1		
307	2020-12-09	01:25:00	22					
308	2020-12-09	03:45:00						1
309	2020-12-09	05:24:00						0
310	2020-12-09	05:40:00						1
311	2020-12-09	07:10:00						0
312	2020-12-09	07:15:00	20					
313	2020-12-09	07:35:00				1		
314	2020-12-09	07:35:00					1	
315	2020-12-09	09:00:00	9					
316	2020-12-09	09:10:00						1
317	2020-12-09	09:55:00						0
318	2020-12-09	11:30:00	8					
319	2020-12-09	11:40:00				1		
320	2020-12-09	12:20:00						1
321	2020-12-09	13:50:00						0
322	2020-12-09	13:55:00				1		
323	2020-12-09	14:40:00	6					
324	2020-12-09	15:00:00				1		
325	2020-12-09	16:35:00						1
326	2020-12-09	17:00:00						0
327	2020-12-09	17:20:00				1		
328	2020-12-09	17:30:00	9					
329	2020-12-09	18:10:00					1	
330	2020-12-09	18:10:00				1		
331	2020-12-09	19:30:00				1		
332	2020-12-09	19:50:00	5					
333	2020-12-09	19:55:00		160				
334	2020-12-09	20:20:00						1
335	2020-12-09	21:55:00						0
336	2020-12-09	22:00:00						1
337	2020-12-09	23:30:00						0
338	2020-12-09	23:35:00						1
339	2020-12-09	23:35:00	78					
340	2020-12-09	23:35:00				1		
341	2020-12-09	23:35:00					1	
342	2020-12-10	02:40:00						0
343	2020-12-10	02:45:00				1		
344	2020-12-10	02:45:00	22					
345	2020-12-10	03:15:00						1
346	2020-12-10	05:15:00						0
347	2020-12-10	05:30:00						1
348	2020-12-10	06:30:00						0
349	2020-12-10	06:35:00	11					
350	2020-12-10	07:00:00				1		
351	2020-12-10	07:00:00					1	
352	2020-12-10	07:30:00					1	
353	2020-12-10	08:25:00	5					
354	2020-12-10	09:00:00				1		
355	2020-12-10	09:15:00						1
356	2020-12-10	09:55:00						0
357	2020-12-10	10:35:00				1		
358	2020-12-10	11:35:00						1
359	2020-12-10	11:55:00						0
360	2020-12-10	12:15:00	12					
361	2020-12-10	13:45:00				1		
362	2020-12-10	14:15:00						1
363	2020-12-10	14:20:00						0
364	2020-12-10	14:25:00						1
365	2020-12-10	14:50:00						0
366	2020-12-10	15:05:00	9					
367	2020-12-10	15:15:00						1
368	2020-12-10	17:40:00						0
369	2020-12-10	17:50:00				1		
370	2020-12-10	18:10:00	7					
371	2020-12-10	18:45:00				1		
372	2020-12-10	20:05:00	6					
373	2020-12-10	20:10:00		160				
374	2020-12-10	20:35:00						1
375	2020-12-10	20:35:00	71					
376	2020-12-10	20:35:00				1		
377	2020-12-10	20:35:00					1	
378	2020-12-11	05:10:00						0
379	2020-12-11	05:15:00				1		
380	2020-12-11	05:15:00	12					
381	2020-12-11	05:30:00						1
382	2020-12-11	05:50:00						0
383	2020-12-11	06:30:00						1
384	2020-12-11	08:30:00						0
385	2020-12-11	08:45:00				1		
386	2020-12-11	08:55:00	12					
387	2020-12-11	10:10:00						1
388	2020-12-11	11:25:00						0
389	2020-12-11	11:35:00				1		
390	2020-12-11	12:00:00	12					
391	2020-12-11	12:25:00				1		
392	2020-12-11	13:40:00						1
393	2020-12-11	14:15:00						0
394	2020-12-11	14:20:00				1		
395	2020-12-11	14:55:00	6					
396	2020-12-11	15:15:00						1
397	2020-12-11	16:50:00						0
398	2020-12-11	17:00:00				1		
399	2020-12-11	18:25:00	14					
400	2020-12-11	18:55:00				1		
401	2020-12-11	20:30:00	5					
402	2020-12-11	20:35:00		160				
403	2020-12-11	21:09:00						1
404	2020-12-11	23:15:00						0
405	2020-12-11	23:25:00						1
406	2020-12-11	23:25:00						0
407	2020-12-11	23:25:00				1		
408	2020-12-11	23:35:00						1
409	2020-12-11	23:40:00						0
410	2020-12-11	23:53:00						1
411	2020-12-11	23:53:00	61					
412	2020-12-11	23:53:00				1		
413	2020-12-11	23:53:00					1	
414	2020-12-12	00:10:00						0
415	2020-12-12	00:20:00						1
416	2020-12-12	00:20:00						0
417	2020-12-12	00:35:00						1
418	2020-12-12	04:30:00						0
419	2020-12-12	04:35:00	22					
420	2020-12-12	05:25:00				1		
421	2020-12-12	05:25:00					1	
422	2020-12-12	05:40:00						1
423	2020-12-12	08:25:00						0
424	2020-12-12	08:30:00	9					
425	2020-12-12	09:35:00				1		
426	2020-12-12	10:35:00						1
427	2020-12-12	11:15:00						0
428	2020-12-12	11:20:00				1		
429	2020-12-12	11:45:00	8					
430	2020-12-12	12:50:00						1
431	2020-12-12	13:40:00						0
432	2020-12-12	13:50:00				1		
433	2020-12-12	13:50:00					1	
434	2020-12-12	14:50:00						1
435	2020-12-12	15:20:00						0
436	2020-12-12	16:00:00				1		
437	2020-12-12	17:00:00						1
438	2020-12-12	17:20:00						0
439	2020-12-12	18:05:00	7					
440	2020-12-12	19:40:00				1		
441	2020-12-12	19:50:00	6					
442	2020-12-12	19:55:00		160				
443	2020-12-12	20:00:00						1
444	2020-12-12	20:35:00						0
445	2020-12-12	20:40:00						1
446	2020-12-12	22:15:00						0
447	2020-12-12	22:20:00						1
448	2020-12-12	22:20:00	51					
449	2020-12-12	22:20:00				1		
450	2020-12-12	22:20:00					1	
451	2020-12-13	04:45:00						0
452	2020-12-13	04:50:00	16					
453	2020-12-13	05:00:00				1		
454	2020-12-13	05:10:00						1
455	2020-12-13	07:55:00						0
456	2020-12-13	08:15:00				1		
457	2020-12-13	08:15:00					1	
458	2020-12-13	08:30:00	6					
459	2020-12-13	10:05:00						1
460	2020-12-13	10:35:00						0
461	2020-12-13	11:00:00				1		
462	2020-12-13	11:45:00						1
463	2020-12-13	12:20:00						0
464	2020-12-13	12:30:00	8					
465	2020-12-13	14:20:00				1		
466	2020-12-13	14:35:00	4					
467	2020-12-13	14:40:00						1
468	2020-12-13	15:25:00						0
469	2020-12-13	15:25:00				1		
470	2020-12-13	16:25:00						1
471	2020-12-13	18:00:00						0
472	2020-12-13	18:10:00	7					
473	2020-12-13	18:20:00				1		
474	2020-12-13	19:40:00		160				
475	2020-12-13	19:55:00	11					
476	2020-12-13	20:50:00						1
477	2020-12-13	20:50:00	52					
478	2020-12-13	20:50:00				1		
479	2020-12-13	20:50:00					1	
480	2020-12-14	00:15:00						0
481	2020-12-14	00:35:00				1		
482	2020-12-14	01:10:00						1
483	2020-12-14	01:25:00						0
484	2020-12-14	01:30:00		120				
485	2020-12-14	02:00:00					1	
486	2020-12-14	02:50:00						1
487	2020-12-14	07:20:00						0
488	2020-12-14	07:25:00	11					
489	2020-12-14	08:00:00				1		
490	2020-12-14	08:00:00					1	
491	2020-12-14	08:40:00	8					
492	2020-12-14	09:10:00						1
493	2020-12-14	10:50:00						0
494	2020-12-14	10:55:00				1		
495	2020-12-14	11:55:00				1		
496	2020-12-14	11:55:00	7					
497	2020-12-14	13:05:00				1		
498	2020-12-14	13:15:00						1
499	2020-12-14	13:45:00						0
500	2020-12-14	14:00:00						1
501	2020-12-14	14:50:00						0
502	2020-12-14	15:00:00				1		
503	2020-12-14	15:25:00	11					
504	2020-12-14	15:55:00				1		
505	2020-12-14	16:50:00						1
506	2020-12-14	17:25:00						0
507	2020-12-14	18:00:00				1		
508	2020-12-14	18:15:00	9					
509	2020-12-14	19:20:00				1		
510	2020-12-14	19:50:00	5					
511	2020-12-14	19:55:00		160				
512	2020-12-14	20:20:00						1
513	2020-12-14	22:30:00						0
514	2020-12-14	22:35:00						1
515	2020-12-14	23:30:00						0
516	2020-12-14	23:35:00						1
517	2020-12-14	23:35:00	52					
518	2020-12-14	23:35:00				1		
519	2020-12-14	23:35:00					1	
520	2020-12-15	00:00:00						0
521	2020-12-15	00:05:00				1		
522	2020-12-15	00:05:00					1	
523	2020-12-15	00:20:00						1
524	2020-12-15	03:00:00						0
525	2020-12-15	03:15:00	7					
526	2020-12-15	03:35:00						1
527	2020-12-15	07:00:00						0
528	2020-12-15	07:00:00				1		
529	2020-12-15	07:00:00	15					
530	2020-12-15	08:40:00	5					
531	2020-12-15	09:05:00						1
532	2020-12-15	10:55:00						0
533	2020-12-15	11:00:00				1		
534	2020-12-15	11:45:00				1		
535	2020-12-15	12:10:00	7					
536	2020-12-15	14:05:00						1
537	2020-12-15	14:20:00						0
538	2020-12-15	14:50:00	9					
539	2020-12-15	15:10:00				1		
540	2020-12-15	16:15:00						1
541	2020-12-15	17:30:00						0
542	2020-12-15	17:40:00	11					
543	2020-12-15	19:50:00				1		
544	2020-12-15	20:00:00	8					
545	2020-12-15	20:10:00		160				
546	2020-12-15	20:40:00						1
547	2020-12-15	20:40:00	64					
548	2020-12-15	20:40:00				1		
549	2020-12-15	20:40:00					1	
550	2020-12-16	02:40:00						0
551	2020-12-16	02:45:00				1		
552	2020-12-16	02:45:00	10					
553	2020-12-16	03:05:00						1
554	2020-12-16	06:30:00						0
555	2020-12-16	06:35:00						1
556	2020-12-16	07:15:00						0
557	2020-12-16	07:30:00				1		
558	2020-12-16	07:30:00	12					
559	2020-12-16	09:20:00						1
560	2020-12-16	10:00:00						0
561	2020-12-16	10:10:00				1		
562	2020-12-16	11:05:00	10					
563	2020-12-16	12:10:00				1		
564	2020-12-16	12:55:00						1
565	2020-12-16	13:40:00						0
566	2020-12-16	14:30:00				1		
567	2020-12-16	14:40:00	9					
568	2020-12-16	15:05:00						1
569	2020-12-16	15:50:00						0
570	2020-12-16	16:10:00				1		
571	2020-12-16	17:20:00	10					
572	2020-12-16	19:45:00	4					
573	2020-12-16	19:55:00		160				
574	2020-12-16	20:00:00						1
575	2020-12-16	22:15:00						0
576	2020-12-16	22:25:00						1
577	2020-12-16	22:25:00	56					
578	2020-12-16	22:25:00				1		
579	2020-12-16	22:25:00					1	
580	2020-12-17	02:15:00						0
581	2020-12-17	02:35:00				1		
582	2020-12-17	04:20:00						1
583	2020-12-17	07:40:00						0
584	2020-12-17	07:45:00				1		
585	2020-12-17	07:45:00	15					
586	2020-12-17	08:35:00					1	
587	2020-12-17	09:15:00						1
588	2020-12-17	10:35:00						0
589	2020-12-17	10:45:00				1		
590	2020-12-17	11:15:00	13					
591	2020-12-17	12:25:00					1	
592	2020-12-17	12:25:00				1		
593	2020-12-17	13:05:00						1
594	2020-12-17	15:10:00						0
595	2020-12-17	15:20:00				1		
596	2020-12-17	15:30:00	15					
597	2020-12-17	16:40:00					1	
598	2020-12-17	16:40:00				1		
599	2020-12-17	18:00:00	7					
600	2020-12-17	19:25:00				1		
601	2020-12-17	19:35:00	3					
602	2020-12-17	19:40:00		160				
603	2020-12-17	19:50:00						1
604	2020-12-17	19:50:00	53					
605	2020-12-17	19:50:00				1		
606	2020-12-17	19:50:00					1	
607	2020-12-18	04:40:00						0
608	2020-12-18	05:35:00						1
609	2020-12-18	07:45:00						0
610	2020-12-18	08:00:00	10					
611	2020-12-18	08:50:00				1		
612	2020-12-18	09:05:00						1
613	2020-12-18	11:05:00						0
614	2020-12-18	11:45:00	10					
615	2020-12-18	12:05:00				1		
616	2020-12-18	13:25:00						1
617	2020-12-18	14:40:00						0
618	2020-12-18	14:55:00				1		
619	2020-12-18	15:05:00	10					
620	2020-12-18	16:20:00						1
621	2020-12-18	16:55:00						0
622	2020-12-18	17:00:00				1		
623	2020-12-18	18:10:00						1
624	2020-12-18	18:35:00						0
625	2020-12-18	19:10:00	8					
626	2020-12-18	19:45:00				1		
627	2020-12-18	19:55:00		160				
628	2020-12-18	20:30:00	7					
629	2020-12-18	20:45:00						1
630	2020-12-18	20:45:00	44					
631	2020-12-18	20:45:00				1		
632	2020-12-18	20:45:00					1	
633	2020-12-19	06:40:00						0
634	2020-12-19	06:40:00	12					
635	2020-12-19	06:50:00				1		
636	2020-12-19	08:35:00	6					
637	2020-12-19	09:20:00						1
638	2020-12-19	09:50:00						0
639	2020-12-19	11:35:00				1		
640	2020-12-19	11:35:00					1	
641	2020-12-19	11:50:00	8					
642	2020-12-19	12:20:00						1
643	2020-12-19	13:00:00						0
644	2020-12-19	14:15:00				1		
645	2020-12-19	14:30:00						1
646	2020-12-19	15:00:00						0
647	2020-12-19	15:25:00	12					
648	2020-12-19	16:10:00				1		
649	2020-12-19	16:10:00					1	
650	2020-12-19	17:50:00	8					
651	2020-12-19	19:00:00	4					
652	2020-12-19	19:05:00		160				
653	2020-12-19	20:00:00						1
654	2020-12-19	20:00:00	50					
655	2020-12-19	20:00:00				1		
656	2020-12-19	20:00:00					1	
657	2020-12-20	02:20:00						0
658	2020-12-20	02:50:00						1
659	2020-12-20	03:00:00						0
660	2020-12-20	03:05:00						1
661	2020-12-20	06:25:00	16					
662	2020-12-20	06:25:00					1	
663	2020-12-20	06:25:00						0
664	2020-12-20	06:50:00					1	
665	2020-12-20	06:50:00				1		
666	2020-12-20	08:15:00						1
667	2020-12-20	08:55:00						0
668	2020-12-20	09:10:00				1		
669	2020-12-20	09:20:00	16					
670	2020-12-20	11:00:00						1
671	2020-12-20	11:30:00						0
672	2020-12-20	12:00:00	9					
673	2020-12-20	12:15:00				1		
674	2020-12-20	13:00:00				1		
675	2020-12-20	13:20:00						1
676	2020-12-20	14:50:00						0
677	2020-12-20	14:50:00	8					
678	2020-12-20	16:20:00						1
679	2020-12-20	16:40:00						0
680	2020-12-20	17:50:00	10					
681	2020-12-20	18:10:00				1		
682	2020-12-20	19:30:00	4					
683	2020-12-20	19:40:00		160				
684	2020-12-20	19:50:00						1
685	2020-12-20	19:50:00	64					
686	2020-12-20	19:50:00				1		
687	2020-12-20	19:50:00					1	
688	2020-12-21	02:55:00						0
689	2020-12-21	03:10:00						1
690	2020-12-21	04:20:00						0
691	2020-12-21	04:55:00				1		
692	2020-12-21	05:20:00						1
693	2020-12-21	07:55:00						0
694	2020-12-21	08:00:00	11					
695	2020-12-21	08:50:00					1	
696	2020-12-21	09:15:00						1
697	2020-12-21	11:25:00						0
698	2020-12-21	11:25:00				1		
699	2020-12-21	11:40:00	8					
700	2020-12-21	11:50:00				1		
701	2020-12-21	13:20:00						1
702	2020-12-21	14:15:00						0
703	2020-12-21	14:30:00	13					
704	2020-12-21	14:55:00				1		
705	2020-12-21	17:00:00						1
706	2020-12-21	17:25:00						0
707	2020-12-21	18:30:00	11					
708	2020-12-21	18:45:00				1		
709	2020-12-21	19:50:00		160				
710	2020-12-21	20:10:00						1
711	2020-12-21	20:10:00	42					
712	2020-12-21	20:10:00				1		
713	2020-12-21	20:10:00					1	
714	2020-12-22	03:50:00						0
715	2020-12-22	04:35:00						1
716	2020-12-22	06:30:00						0
717	2020-12-22	06:40:00	15					
718	2020-12-22	07:00:00				1		
719	2020-12-22	07:40:00				1		
720	2020-12-22	07:40:00					1	
721	2020-12-22	08:35:00	7					
722	2020-12-22	08:50:00						1
723	2020-12-22	10:25:00				1		
724	2020-12-22	10:25:00						0
725	2020-12-22	11:10:00	8					
726	2020-12-22	12:15:00				1		
727	2020-12-22	12:30:00						1
728	2020-12-22	12:55:00						0
729	2020-12-22	13:00:00						1
730	2020-12-22	14:15:00						0
731	2020-12-22	14:15:00				1		
732	2020-12-22	14:15:00	12					
733	2020-12-22	14:50:00				1		
734	2020-12-22	14:55:00					1	
735	2020-12-22	16:15:00						1
736	2020-12-22	16:44:00						0
737	2020-12-22	16:55:00				1		
738	2020-12-22	16:55:00	9					
739	2020-12-22	19:25:00				1		
740	2020-12-22	19:35:00	6					
741	2020-12-22	19:40:00		160				
742	2020-12-22	19:50:00						1
743	2020-12-22	19:50:00	55					
744	2020-12-22	19:50:00				1		
745	2020-12-22	19:50:00					1	
746	2020-12-23	06:00:00						0
747	2020-12-23	06:15:00						1
748	2020-12-23	06:45:00						0
749	2020-12-23	06:50:00	10					
750	2020-12-23	07:00:00				1		
751	2020-12-23	08:45:00						1
752	2020-12-23	10:00:00						0
753	2020-12-23	10:15:00				1		
754	2020-12-23	10:25:00	14					
755	2020-12-23	12:15:00						1
756	2020-12-23	12:50:00						0
757	2020-12-23	13:10:00				1		
758	2020-12-23	13:10:00					1	
759	2020-12-23	13:55:00	8					
760	2020-12-23	15:10:00						1
761	2020-12-23	15:45:00						0
762	2020-12-23	16:40:00						1
763	2020-12-23	16:45:00						0
764	2020-12-23	17:05:00	8					
765	2020-12-23	17:25:00				1		
766	2020-12-23	19:05:00						1
767	2020-12-23	19:15:00						0
768	2020-12-23	19:45:00				1		
769	2020-12-23	19:55:00	4					
770	2020-12-23	20:00:00		160				
771	2020-12-23	20:40:00						1
772	2020-12-23	20:40:00	45					
773	2020-12-23	20:40:00				1		
774	2020-12-23	20:40:00					1	
775	2020-12-24	06:10:00						0
776	2020-12-24	06:35:00				1		
777	2020-12-24	06:35:00	11					
778	2020-12-24	08:40:00						1
779	2020-12-24	10:00:00						0
780	2020-12-24	10:05:00				1		
781	2020-12-24	10:05:00	9					
782	2020-12-24	10:50:00					1	
783	2020-12-24	11:55:00						1
784	2020-12-24	12:05:00						0
785	2020-12-24	13:00:00	12					
786	2020-12-24	13:50:00				1		
787	2020-12-24	14:15:00						1
788	2020-12-24	14:45:00						0
789	2020-12-24	15:25:00	13					
790	2020-12-24	16:00:00				1		
791	2020-12-24	16:00:00					1	
792	2020-12-24	16:40:00						1
793	2020-12-24	17:05:00						0
